name,url,paradigms
ParaSail (programming language),http://en.wikipedia.org/wiki/ParaSail_(programming_language),"['compiled', 'concurrent', 'imperative', 'structured', 'object-oriented']"
PARI/GP,http://en.wikipedia.org/wiki/PARI/GP,
Pascal,http://en.wikipedia.org/wiki/Pascal_(programming_language),[]
Pawn,http://en.wikipedia.org/wiki/Pawn_(programming_language),
PCASTL,http://en.wikipedia.org/wiki/PCASTL,"['imperative', 'reflective']"
PCF,http://en.wikipedia.org/wiki/Programming_language_for_Computable_Functions,
PEARL,http://en.wikipedia.org/wiki/PEARL_(programming_language),
PeopleCode,http://en.wikipedia.org/wiki/PeopleCode,"['multi-paradigm', 'object-oriented', 'imperative']"
Perl,http://en.wikipedia.org/wiki/Perl,"['multi-paradigm', 'functional', 'imperative', 'object-oriented', 'class-based', 'reflective', 'procedural', 'event-driven', 'generic']"
PDL,http://en.wikipedia.org/wiki/Perl_Data_Language,['array']
PHP,http://en.wikipedia.org/wiki/PHP,"['imperative', 'functional', 'object-oriented', 'procedural', 'reflective']"
Phrogram,http://en.wikipedia.org/wiki/Phrogram,
Pico,http://en.wikipedia.org/wiki/Pico_(programming_language),"['reflective', 'procedural']"
Picolisp,http://en.wikipedia.org/wiki/Picolisp,"['functional', 'procedural', 'object-oriented', 'declarative', 'reflective', 'meta']"
Pict,http://en.wikipedia.org/wiki/Pict_(programming_language),['concurrent']
Pike,http://en.wikipedia.org/wiki/Pike_(programming_language),"['multi-paradigm', 'object-oriented', 'functional', 'procedural']"
PIKT,http://en.wikipedia.org/wiki/PIKT,
PILOT,http://en.wikipedia.org/wiki/PILOT,
Pipelines,http://en.wikipedia.org/wiki/Hartmann_pipeline,['dataflow programming']
Pizza,http://en.wikipedia.org/wiki/Pizza_(programming_language),"['generics', 'algebraic types']"
PL-11,http://en.wikipedia.org/wiki/PL-11,
PL/0,http://en.wikipedia.org/wiki/PL/0,
PL/B,http://en.wikipedia.org/wiki/Programming_Language_for_Business,"['procedural', 'imperative']"
PL/C,http://en.wikipedia.org/wiki/PL/C,"['procedural', 'imperative', 'structured']"
PL/I,http://en.wikipedia.org/wiki/PL/I,"['procedural', 'imperative', 'structured']"
PL/M,http://en.wikipedia.org/wiki/PL/M,
PL/P,http://en.wikipedia.org/wiki/PL/P,
PL/SQL,http://en.wikipedia.org/wiki/PL/SQL,
PL360,http://en.wikipedia.org/wiki/PL360,
PLANC,http://en.wikipedia.org/wiki/PLANC,
Plankalkül,http://en.wikipedia.org/wiki/Plankalk%C3%BCl,['procedural']
Planner,http://en.wikipedia.org/wiki/Planner_(programming_language),
PLEX,http://en.wikipedia.org/wiki/PLEX_(programming_language),"['procedural', 'imperative']"
PLEXIL,http://en.wikipedia.org/wiki/PLEXIL,['multi-paradigm']
Plus,http://en.wikipedia.org/wiki/Plus_(programming_language),"['imperative', 'structured']"
POP-11,http://en.wikipedia.org/wiki/POP-11,
PostScript,http://en.wikipedia.org/wiki/PostScript,"['multi-paradigm', 'stack-based', 'procedural']"
PortablE,http://en.wikipedia.org/wiki/Amiga_E#PortablE,
Powerhouse,http://en.wikipedia.org/wiki/Powerhouse_(programming_language),
PowerBuilder,http://en.wikipedia.org/wiki/PowerBuilder,
PowerShell,http://en.wikipedia.org/wiki/PowerShell,"['imperative', 'pipeline', 'object-oriented', 'functional', 'reflective']"
PPL,http://en.wikipedia.org/wiki/Polymorphic_Programming_Language,
Processing,http://en.wikipedia.org/wiki/Processing_(programming_language),['object-oriented']
Processing.js,http://en.wikipedia.org/wiki/Processing.js,
Prograph,http://en.wikipedia.org/wiki/Prograph,"['multi-paradigm', 'object-oriented', 'visual', 'dataflow']"
PROIV,http://en.wikipedia.org/wiki/PROIV,
Prolog,http://en.wikipedia.org/wiki/Prolog,['logic programming']
PROMAL,http://en.wikipedia.org/wiki/PROMAL,"['imperative', 'procedural', 'structured']"
Promela,http://en.wikipedia.org/wiki/Promela,
PROSE modeling language,http://en.wikipedia.org/wiki/PROSE_modeling_language,
PROTEL,http://en.wikipedia.org/wiki/Protel,
ProvideX,http://en.wikipedia.org/wiki/ProvideX,
Pro*C,http://en.wikipedia.org/wiki/Pro*C,
Pure,http://en.wikipedia.org/wiki/Pure_(programming_language),"['functional', 'declarative', 'term rewriting']"
Python,http://en.wikipedia.org/wiki/Python_(programming_language),"['multi-paradigm', 'functional', 'imperative', 'object-oriented', 'reflective']"
Q (equational programming language),http://en.wikipedia.org/wiki/Q_(equational_programming_language),"['functional', 'declarative', 'term rewriting']"
Q (programming language from Kx Systems),http://en.wikipedia.org/wiki/Q_(programming_language_from_Kx_Systems),"['array', 'functional']"
Qalb,http://en.wikipedia.org/wiki/Qalb_(programming_language),['functional']
Qi,http://en.wikipedia.org/wiki/Qi_(programming_language),
QtScript,http://en.wikipedia.org/wiki/QtScript,
QuakeC,http://en.wikipedia.org/wiki/QuakeC,"['imperative', 'procedural', 'structured']"
QPL,http://en.wikipedia.org/wiki/Quantum_programming,
R,http://en.wikipedia.org/wiki/R_(programming_language),"['multi-paradigm', 'array', 'object-oriented', 'imperative', 'functional', 'procedural', 'reflective']"
R++,http://en.wikipedia.org/wiki/R%2B%2B,
Racket,http://en.wikipedia.org/wiki/Racket_(programming_language),"['multi-paradigm', 'functional', 'imperative', 'logic', 'meta', 'modular', 'object-oriented', 'reflective']"
RAPID,http://en.wikipedia.org/wiki/RAPID,
Rapira,http://en.wikipedia.org/wiki/Rapira,
Ratfiv,http://en.wikipedia.org/wiki/Ratfiv,
Ratfor,http://en.wikipedia.org/wiki/Ratfor,
rc,http://en.wikipedia.org/wiki/Rc,"['imperative', 'pipeline']"
REBOL,http://en.wikipedia.org/wiki/REBOL,"['language oriented programming', 'data exchange', 'functional', 'prototype-based', 'imperative']"
Red,http://en.wikipedia.org/wiki/Red_(programming_language),"['imperative', 'functional', 'symbolic']"
Redcode,http://en.wikipedia.org/wiki/Core_War,
REFAL,http://en.wikipedia.org/wiki/REFAL,"['pattern-matching', 'term-rewriting']"
Reia,http://en.wikipedia.org/wiki/Reia_(programming_language),"['multi-paradigm', 'functional', 'concurrent', 'distributed', 'process-oriented']"
Revolution,http://en.wikipedia.org/wiki/Revolution_(programming_language),['object-oriented']
rex,http://en.wikipedia.org/wiki/Rex_(language),
REXX,http://en.wikipedia.org/wiki/REXX,"['multiparadigm', 'procedural', 'structured']"
Rlab,http://en.wikipedia.org/wiki/Rlab,
RobotC,http://en.wikipedia.org/wiki/RobotC,
ROOP,http://en.wikipedia.org/wiki/ROOP_(programming_language),
RPG,http://en.wikipedia.org/wiki/IBM_RPG,['multi-paradigm']
RPL,http://en.wikipedia.org/wiki/RPL_(programming_language),"['stack', 'structured', 'object-oriented']"
RSL,http://en.wikipedia.org/wiki/Robot_Battle#Robot_scripting_language,
RTL/2,http://en.wikipedia.org/wiki/RTL/2,"['structured', 'imperative']"
Ruby,http://en.wikipedia.org/wiki/Ruby_(programming_language),"['multi-paradigm', 'object-oriented', 'imperative', 'functional', 'reflective']"
RuneScript,http://en.wikipedia.org/wiki/RuneScape#History_and_development,
Rust,http://en.wikipedia.org/wiki/Rust_(programming_language),"['multi-paradigm', 'concurrent', 'functional', 'generic', 'imperative', 'structured']"
S,http://en.wikipedia.org/wiki/S_(programming_language),"['multi-paradigm', 'imperative', 'object oriented']"
S2,http://en.wikipedia.org/wiki/S2_(programming_language),['object-oriented']
S3,http://en.wikipedia.org/wiki/S3_(programming_language),"['structured', 'imperative']"
S-Lang,http://en.wikipedia.org/wiki/S-Lang_(programming_language),
S-PLUS,http://en.wikipedia.org/wiki/S-PLUS,
SA-C,http://en.wikipedia.org/wiki/SA-C_(programming_language),
SabreTalk,http://en.wikipedia.org/wiki/SabreTalk,
SAIL,http://en.wikipedia.org/wiki/SAIL_(programming_language),
SALSA,http://en.wikipedia.org/wiki/SALSA_(programming_language),['actor model']
SAM76,http://en.wikipedia.org/wiki/SAM76,
SAS,http://en.wikipedia.org/wiki/SAS_System,
SASL,http://en.wikipedia.org/wiki/SASL_(programming_language),['functional']
Sather,http://en.wikipedia.org/wiki/Sather,"['object-oriented', 'functional']"
Sawzall,http://en.wikipedia.org/wiki/Sawzall_(programming_language),
SBL,http://en.wikipedia.org/wiki/Superbase_database,
Scala,http://en.wikipedia.org/wiki/Scala_(programming_language),"['multi-paradigm', 'concurrent', 'functional', 'imperative', 'object-oriented']"
Scheme,http://en.wikipedia.org/wiki/Scheme_(programming_language),"['multi-paradigm', 'functional', 'imperative', 'meta']"
Scilab,http://en.wikipedia.org/wiki/Scilab,
Scratch,http://en.wikipedia.org/wiki/Scratch_(programming_language),"['event-driven', 'visual', 'block-based']"
Script.NET,http://en.wikipedia.org/wiki/Script.NET,"['imperative', 'meta', 'scripting']"
Sed,http://en.wikipedia.org/wiki/Sed,['scripting']
Seed7,http://en.wikipedia.org/wiki/Seed7,"['multi-paradigm', 'extensible', 'object-oriented', 'imperative', 'structured', 'generic', 'reflective']"
Self,http://en.wikipedia.org/wiki/Self_(programming_language),"['object-oriented', 'prototype-based']"
SenseTalk,http://en.wikipedia.org/wiki/SenseTalk,
SequenceL,http://en.wikipedia.org/wiki/SequenceL,"['parallel computing', 'functional', 'purely functional', 'declarative programming']"
SETL,http://en.wikipedia.org/wiki/SETL,"['multi-paradigm', 'imperative', 'procedural', 'structured', 'object-oriented']"
Shift Script,http://en.wikipedia.org/wiki/Shift_Script,
SIMPOL,http://en.wikipedia.org/wiki/Superbase_database#History,
Shakespeare,http://en.wikipedia.org/wiki/Shakespeare,
SIGNAL,http://en.wikipedia.org/wiki/SIGNAL_(programming_language),
SiMPLE,http://en.wikipedia.org/wiki/SiMPLE,
SIMSCRIPT,http://en.wikipedia.org/wiki/SIMSCRIPT,
Simula,http://en.wikipedia.org/wiki/Simula,['object-oriented']
Simulink,http://en.wikipedia.org/wiki/Simulink,
SISAL,http://en.wikipedia.org/wiki/SISAL,"['functional', 'dataflow']"
SLIP,http://en.wikipedia.org/wiki/SLIP_(programming_language),
SMALL,http://en.wikipedia.org/wiki/SMALL,
Smalltalk,http://en.wikipedia.org/wiki/Smalltalk,['object-oriented']
Small Basic,http://en.wikipedia.org/wiki/SmallBASIC,
SML,http://en.wikipedia.org/wiki/Standard_ML,"['multi-paradigm', 'functional', 'imperative']"
Snap!,http://en.wikipedia.org/wiki/Snap!_(programming_language),"['object-oriented', 'educational', 'event-driven']"
SNOBOL,http://en.wikipedia.org/wiki/SNOBOL,"['imperative', 'unstructured']"
SPITBOL,http://en.wikipedia.org/wiki/SPITBOL_compiler,
Snowball,http://en.wikipedia.org/wiki/Snowball_programming_language,
SOL,http://en.wikipedia.org/wiki/Secure_Operations_Language,
Span,http://en.wikipedia.org/wiki/Span_(programming_language),
SPARK,http://en.wikipedia.org/wiki/SPARK_(programming_language),['multi-paradigm']
SPIN,http://en.wikipedia.org/wiki/Parallax_Propeller,
SP/k,http://en.wikipedia.org/wiki/SP/k,"['structured', 'imperative']"
SPS,http://en.wikipedia.org/wiki/IBM_1401_Symbolic_Programming_System,
Squeak,http://en.wikipedia.org/wiki/Squeak,['object-oriented']
Squirrel,http://en.wikipedia.org/wiki/Squirrel_(programming_language),"['multi-paradigm', 'scripting', 'imperative', 'functional', 'object-oriented']"
SR,http://en.wikipedia.org/wiki/SR_(programming_language),
S/SL,http://en.wikipedia.org/wiki/S/SL_programming_language,
Stackless Python,http://en.wikipedia.org/wiki/Stackless_Python,
Starlogo,http://en.wikipedia.org/wiki/Starlogo,"['multi-paradigm', 'educational', 'procedural', 'agent-based', 'simulation']"
Strand,http://en.wikipedia.org/wiki/Strand_(programming_language),
Stata,http://en.wikipedia.org/wiki/Stata,
Stateflow,http://en.wikipedia.org/wiki/Stateflow,
Subtext,http://en.wikipedia.org/wiki/Subtext_(programming_language),
SuperCollider,http://en.wikipedia.org/wiki/SuperCollider,
SuperTalk,http://en.wikipedia.org/wiki/SuperTalk,
Swift (Apple programming language),http://en.wikipedia.org/wiki/Swift_(programming_language),"['multi-paradigm', 'protocol-oriented', 'object-oriented', 'functional', 'imperative', 'block structured']"
Swift (parallel scripting language),http://en.wikipedia.org/wiki/Swift_(parallel_scripting_language),"['dataflow', 'distributed', 'grid', 'concurrent', 'scientific workflow', 'scripting']"
SYMPL,http://en.wikipedia.org/wiki/SYMPL,
SyncCharts,http://en.wikipedia.org/wiki/SyncCharts,
SystemVerilog,http://en.wikipedia.org/wiki/SystemVerilog,"['structured', 'object-oriented']"
T,http://en.wikipedia.org/wiki/T_(programming_language),"['multi-paradigm', 'object-oriented', 'imperative', 'functional', 'meta']"
TACL,http://en.wikipedia.org/wiki/TACL,
TACPOL,http://en.wikipedia.org/wiki/TACPOL_(programming_language),
TADS,http://en.wikipedia.org/wiki/TADS,"['prototype-based', 'domain-specific']"
TAL,http://en.wikipedia.org/wiki/Transaction_Application_Language,
Tcl,http://en.wikipedia.org/wiki/Tcl,"['multi-paradigm', 'event-driven', 'functional', 'imperative', 'object-oriented']"
Tea,http://en.wikipedia.org/wiki/Tea_(programming_language),"['multi-paradigm', 'functional', 'object-oriented', 'class-based']"
TECO,http://en.wikipedia.org/wiki/Text_Editor_and_Corrector,
TELCOMP,http://en.wikipedia.org/wiki/TELCOMP,
TeX,http://en.wikipedia.org/wiki/TeX,
TEX,http://en.wikipedia.org/wiki/Text_Executive_Programming_Language,
TIE,http://en.wikipedia.org/wiki/Tensilica_Instruction_Extension,
Timber,http://en.wikipedia.org/wiki/Timber_(programming_language),
TMG,http://en.wikipedia.org/wiki/TMG_(language),
Tom,http://en.wikipedia.org/wiki/Tom_(pattern_matching_language),
TOM,http://en.wikipedia.org/wiki/TOM_(object-oriented_programming_language),['object-oriented']
Topspeed,http://en.wikipedia.org/wiki/Clarion_(programming_language),
TPU,http://en.wikipedia.org/wiki/Text_Processing_Utility,
Trac,http://en.wikipedia.org/wiki/TRAC_(programming_language),
TTM,http://en.wikipedia.org/wiki/TTM_(programming_language),[]
T-SQL,http://en.wikipedia.org/wiki/Transact-SQL,
TTCN,http://en.wikipedia.org/wiki/TTCN,
Turing,http://en.wikipedia.org/wiki/Turing_(programming_language),"['multi-paradigm', 'object-oriented', 'procedural']"
TUTOR,http://en.wikipedia.org/wiki/TUTOR_(programming_language),"['imperative', 'procedural']"
TXL,http://en.wikipedia.org/wiki/TXL_(programming_language),"['pattern-matching', 'term-rewriting']"
TypeScript,http://en.wikipedia.org/wiki/TypeScript,"['multi-paradigm', 'scripting', 'object-oriented', 'structured', 'imperative', 'functional', 'generic']"
Turbo C++,http://en.wikipedia.org/wiki/Turbo_C%2B%2B,
Ubercode,http://en.wikipedia.org/wiki/Ubercode,
UCSD Pascal,http://en.wikipedia.org/wiki/UCSD_Pascal,
Umple,http://en.wikipedia.org/wiki/Umple,['object-oriented']
Unicon,http://en.wikipedia.org/wiki/Unicon_(programming_language),"['object-oriented', 'procedural']"
Uniface,http://en.wikipedia.org/wiki/Uniface_(programming_language),
UNITY,http://en.wikipedia.org/wiki/UNITY_(programming_language),
Unix shell,http://en.wikipedia.org/wiki/Unix_shell,
UnrealScript,http://en.wikipedia.org/wiki/UnrealScript,"['object-oriented', 'generic']"
Vala,http://en.wikipedia.org/wiki/Vala_(programming_language),"['multi-paradigm', 'imperative', 'structured', 'object-oriented']"
VBA,http://en.wikipedia.org/wiki/Visual_Basic_for_Applications,['multi-paradigm']
VBScript,http://en.wikipedia.org/wiki/VBScript,
Verilog,http://en.wikipedia.org/wiki/Verilog,['structured']
VHDL,http://en.wikipedia.org/wiki/VHDL,[]
Visual Basic,http://en.wikipedia.org/wiki/Visual_Basic,"['object-based', 'event-driven']"
Visual Basic .NET,http://en.wikipedia.org/wiki/Visual_Basic_.NET,"['structured', 'imperative', 'object-oriented', 'declarative', 'generic', 'reflective', 'event-driven']"
Visual DataFlex,http://en.wikipedia.org/wiki/Visual_DataFlex,
Visual DialogScript,http://en.wikipedia.org/wiki/Visual_DialogScript,
Visual Fortran,http://en.wikipedia.org/wiki/Visual_Fortran,"['multi-paradigm', 'structured', 'imperative', 'procedural', 'object-oriented', 'generic']"
Visual FoxPro,http://en.wikipedia.org/wiki/Visual_FoxPro,
Visual J++,http://en.wikipedia.org/wiki/Visual_J%2B%2B,
Visual J#,http://en.wikipedia.org/wiki/Visual_J,
Visual Objects,http://en.wikipedia.org/wiki/Visual_Objects,
Visual Prolog,http://en.wikipedia.org/wiki/Visual_Prolog,"['multi-paradigm', 'logical', 'functional', 'object-oriented', 'imperative']"
VSXu,http://en.wikipedia.org/wiki/VSXu,['visual programming']
Vvvv,http://en.wikipedia.org/wiki/Vvvv,['visual programming']
"WATFIV, WATFOR",http://en.wikipedia.org/wiki/WATFIV_(programming_language),
WebDNA,http://en.wikipedia.org/wiki/WebDNA,
WebQL,http://en.wikipedia.org/wiki/WebQL,
Windows PowerShell,http://en.wikipedia.org/wiki/Windows_PowerShell,"['imperative', 'pipeline', 'object-oriented', 'functional', 'reflective']"
Winbatch,http://en.wikipedia.org/wiki/Winbatch,
Wolfram,http://en.wikipedia.org/wiki/Wolfram_Language,"['multi-paradigm', 'term-rewriting', 'functional', 'procedural', 'array']"
Wyvern,http://en.wikipedia.org/wiki/Wyvern_(programming_language),
X++,http://en.wikipedia.org/wiki/Microsoft_Dynamics_AX,
X#,http://en.wikipedia.org/wiki/X_Sharp_(programming_language),
X10,http://en.wikipedia.org/wiki/X10_(programming_language),['object-oriented']
XBL,http://en.wikipedia.org/wiki/XBL,
XC,http://en.wikipedia.org/wiki/XC_Programming_Language,"['concurrent', 'parallel', 'distributed', 'multi-core', 'real-time', 'imperative']"
XMOS architecture,http://en.wikipedia.org/wiki/XCore_XS1,
xHarbour,http://en.wikipedia.org/wiki/XHarbour,
XL,http://en.wikipedia.org/wiki/XL_(programming_language),"['multi-paradigm', 'concept-oriented', 'imperative', 'functional']"
Xojo,http://en.wikipedia.org/wiki/Xojo,
XOTcl,http://en.wikipedia.org/wiki/XOTcl,"['multi-paradigm', 'object-oriented', 'functional', 'imperative', 'event-driven programming']"
XPL,http://en.wikipedia.org/wiki/XPL,
XPL0,http://en.wikipedia.org/wiki/XPL0,
XQuery,http://en.wikipedia.org/wiki/XQuery,"['declarative', 'functional', 'modular']"
XSB,http://en.wikipedia.org/wiki/XSB,['logic programming']
XSLT,http://en.wikipedia.org/wiki/XSL_Transformations,['declarative']
XPath,http://en.wikipedia.org/wiki/XPath,['query language']
Xtend,http://en.wikipedia.org/wiki/Xtend,"['object-oriented', 'imperative', 'functional']"
Yorick,http://en.wikipedia.org/wiki/Yorick_(programming_language),
YQL,http://en.wikipedia.org/wiki/YQL_(programming_language),
Z notation,http://en.wikipedia.org/wiki/Z_notation,
Zeno,http://en.wikipedia.org/wiki/Zeno_(programming_language),
ZOPL,http://en.wikipedia.org/wiki/ZOPL,
ZPL,http://en.wikipedia.org/wiki/ZPL_(programming_language),['array']
